,ImageLink,ImageScore,AnimeName
0,https://cdn.myanimelist.net/images/anime/1675/127908l.jpg,9.39,Sousou no Frieren
1,https://cdn.myanimelist.net/images/anime/1218/134045l.jpg,9.39,Sousou no Frieren
2,https://cdn.myanimelist.net/images/anime/1667/135908l.jpg,9.39,Sousou no Frieren
3,https://cdn.myanimelist.net/images/anime/1875/136959l.jpg,9.39,Sousou no Frieren
4,https://cdn.myanimelist.net/images/anime/1553/137254l.jpg,9.39,Sousou no Frieren
5,https://cdn.myanimelist.net/images/anime/1015/138006l.jpg,9.39,Sousou no Frieren
6,https://cdn.myanimelist.net/images/anime/1531/139077l.jpg,9.39,Sousou no Frieren
7,https://cdn.myanimelist.net/images/anime/1036/140549l.jpg,9.39,Sousou no Frieren
8,https://cdn.myanimelist.net/images/anime/13/13738l.jpg,9.09,Fullmetal Alchemist: Brotherhood
9,https://cdn.myanimelist.net/images/anime/2/17090l.jpg,9.09,Fullmetal Alchemist: Brotherhood
10,https://cdn.myanimelist.net/images/anime/2/17472l.jpg,9.09,Fullmetal Alchemist: Brotherhood
11,https://cdn.myanimelist.net/images/anime/5/47603l.jpg,9.09,Fullmetal Alchemist: Brotherhood
12,https://cdn.myanimelist.net/images/anime/10/57095l.jpg,9.09,Fullmetal Alchemist: Brotherhood
13,https://cdn.myanimelist.net/images/anime/7/74317l.jpg,9.09,Fullmetal Alchemist: Brotherhood
14,https://cdn.myanimelist.net/images/anime/1521/94614l.jpg,9.09,Fullmetal Alchemist: Brotherhood
15,https://cdn.myanimelist.net/images/anime/1208/94745l.jpg,9.09,Fullmetal Alchemist: Brotherhood
16,https://cdn.myanimelist.net/images/anime/1223/96541l.jpg,9.09,Fullmetal Alchemist: Brotherhood
17,https://cdn.myanimelist.net/images/anime/1286/96542l.jpg,9.09,Fullmetal Alchemist: Brotherhood
18,https://cdn.myanimelist.net/images/anime/1629/108486l.jpg,9.09,Fullmetal Alchemist: Brotherhood
19,https://cdn.myanimelist.net/images/anime/6/29357l.jpg,9.07,Steins;Gate
20,https://cdn.myanimelist.net/images/anime/10/32023l.jpg,9.07,Steins;Gate
21,https://cdn.myanimelist.net/images/anime/8/35137l.jpg,9.07,Steins;Gate
22,https://cdn.myanimelist.net/images/anime/3/36433l.jpg,9.07,Steins;Gate
23,https://cdn.myanimelist.net/images/anime/1167/96846l.jpg,9.07,Steins;Gate
24,https://cdn.myanimelist.net/images/anime/1935/127974l.jpg,9.07,Steins;Gate
25,https://cdn.myanimelist.net/images/anime/3/72078l.jpg,9.06,Gintama°
26,https://cdn.myanimelist.net/images/anime/13/77340l.jpg,9.06,Gintama°
27,https://cdn.myanimelist.net/images/anime/13/77980l.jpg,9.06,Gintama°
28,https://cdn.myanimelist.net/images/anime/11/78166l.jpg,9.06,Gintama°
29,https://cdn.myanimelist.net/images/anime/2/78266l.jpg,9.06,Gintama°
30,https://cdn.myanimelist.net/images/anime/1159/95649l.jpg,9.05,Shingeki no Kyojin Season 3 Part 2
31,https://cdn.myanimelist.net/images/anime/1517/100633l.jpg,9.05,Shingeki no Kyojin Season 3 Part 2
32,https://cdn.myanimelist.net/images/anime/1391/106896l.jpg,9.05,Shingeki no Kyojin Season 3 Part 2
33,https://cdn.myanimelist.net/images/anime/1123/106897l.jpg,9.05,Shingeki no Kyojin Season 3 Part 2
34,https://cdn.myanimelist.net/images/anime/1217/106898l.jpg,9.05,Shingeki no Kyojin Season 3 Part 2
35,https://cdn.myanimelist.net/images/anime/1220/106899l.jpg,9.05,Shingeki no Kyojin Season 3 Part 2
36,https://cdn.myanimelist.net/images/anime/1148/109389l.jpg,9.05,Shingeki no Kyojin Season 3 Part 2
37,https://cdn.myanimelist.net/images/anime/1904/99650l.jpg,9.04,Gintama: The Final
38,https://cdn.myanimelist.net/images/anime/1631/104925l.jpg,9.04,Gintama: The Final
39,https://cdn.myanimelist.net/images/anime/1839/108982l.jpg,9.04,Gintama: The Final
40,https://cdn.myanimelist.net/images/anime/1988/113791l.jpg,9.04,Gintama: The Final
41,https://cdn.myanimelist.net/images/anime/1236/114673l.jpg,9.04,Gintama: The Final
42,https://cdn.myanimelist.net/images/anime/1245/116760l.jpg,9.04,Gintama: The Final
43,https://cdn.myanimelist.net/images/anime/5/37973l.jpg,9.04,Hunter x Hunter (2011)
44,https://cdn.myanimelist.net/images/anime/13/47129l.jpg,9.04,Hunter x Hunter (2011)
45,https://cdn.myanimelist.net/images/anime/4/49303l.jpg,9.04,Hunter x Hunter (2011)
46,https://cdn.myanimelist.net/images/anime/6/65771l.jpg,9.04,Hunter x Hunter (2011)
47,https://cdn.myanimelist.net/images/anime/10/66303l.jpg,9.04,Hunter x Hunter (2011)
48,https://cdn.myanimelist.net/images/anime/2/71839l.jpg,9.04,Hunter x Hunter (2011)
49,https://cdn.myanimelist.net/images/anime/1639/92662l.jpg,9.04,Hunter x Hunter (2011)
50,https://cdn.myanimelist.net/images/anime/1337/99013l.jpg,9.04,Hunter x Hunter (2011)
51,https://cdn.myanimelist.net/images/anime/1813/109433l.jpg,9.04,Hunter x Hunter (2011)
52,https://cdn.myanimelist.net/images/anime/1097/110402l.jpg,9.04,Hunter x Hunter (2011)
53,https://cdn.myanimelist.net/images/anime/1735/117788l.jpg,9.04,Hunter x Hunter (2011)
54,https://cdn.myanimelist.net/images/anime/1940/139867l.jpg,9.04,Hunter x Hunter (2011)
55,https://cdn.myanimelist.net/images/anime/2/33345l.jpg,9.03,Gintama'
56,https://cdn.myanimelist.net/images/anime/6/33489l.jpg,9.03,Gintama'
57,https://cdn.myanimelist.net/images/anime/6/33491l.jpg,9.03,Gintama'
58,https://cdn.myanimelist.net/images/anime/5/33493l.jpg,9.03,Gintama'
59,https://cdn.myanimelist.net/images/anime/3/36969l.jpg,9.03,Gintama'
60,https://cdn.myanimelist.net/images/anime/4/36971l.jpg,9.03,Gintama'
61,https://cdn.myanimelist.net/images/anime/4/50361l.jpg,9.03,Gintama'
62,https://cdn.myanimelist.net/images/anime/2/73247l.jpg,9.03,Gintama'
63,https://cdn.myanimelist.net/images/anime/1785/106505l.jpg,9.02,Bleach: Sennen Kessen-hen
64,https://cdn.myanimelist.net/images/anime/1596/106575l.jpg,9.02,Bleach: Sennen Kessen-hen
65,https://cdn.myanimelist.net/images/anime/1256/120125l.jpg,9.02,Bleach: Sennen Kessen-hen
66,https://cdn.myanimelist.net/images/anime/1412/121030l.jpg,9.02,Bleach: Sennen Kessen-hen
67,https://cdn.myanimelist.net/images/anime/1731/124971l.jpg,9.02,Bleach: Sennen Kessen-hen
68,https://cdn.myanimelist.net/images/anime/1959/124973l.jpg,9.02,Bleach: Sennen Kessen-hen
69,https://cdn.myanimelist.net/images/anime/1764/126627l.jpg,9.02,Bleach: Sennen Kessen-hen
70,https://cdn.myanimelist.net/images/anime/1355/131912l.jpg,9.02,Bleach: Sennen Kessen-hen
71,https://cdn.myanimelist.net/images/anime/1908/135431l.jpg,9.02,Bleach: Sennen Kessen-hen
72,https://cdn.myanimelist.net/images/anime/1761/136672l.jpg,9.02,Bleach: Sennen Kessen-hen
73,https://cdn.myanimelist.net/images/anime/8/9568l.jpg,9.02,Ginga Eiyuu Densetsu
74,https://cdn.myanimelist.net/images/anime/13/13225l.jpg,9.02,Ginga Eiyuu Densetsu
75,https://cdn.myanimelist.net/images/anime/3/22499l.jpg,9.02,Ginga Eiyuu Densetsu
76,https://cdn.myanimelist.net/images/anime/6/22500l.jpg,9.02,Ginga Eiyuu Densetsu
77,https://cdn.myanimelist.net/images/anime/8/48433l.jpg,9.02,Ginga Eiyuu Densetsu
78,https://cdn.myanimelist.net/images/anime/2/74210l.jpg,9.02,Ginga Eiyuu Densetsu
79,https://cdn.myanimelist.net/images/anime/2/74211l.jpg,9.02,Ginga Eiyuu Densetsu
80,https://cdn.myanimelist.net/images/anime/6/74328l.jpg,9.02,Ginga Eiyuu Densetsu
81,https://cdn.myanimelist.net/images/anime/11/75158l.jpg,9.02,Ginga Eiyuu Densetsu
82,https://cdn.myanimelist.net/images/anime/1788/92945l.jpg,9.02,Ginga Eiyuu Densetsu
83,https://cdn.myanimelist.net/images/anime/1649/93026l.jpg,9.02,Ginga Eiyuu Densetsu
84,https://cdn.myanimelist.net/images/anime/1592/95769l.jpg,9.02,Ginga Eiyuu Densetsu
85,https://cdn.myanimelist.net/images/anime/1078/96708l.jpg,9.02,Ginga Eiyuu Densetsu
86,https://cdn.myanimelist.net/images/anime/1175/99811l.jpg,9.02,Ginga Eiyuu Densetsu
87,https://cdn.myanimelist.net/images/anime/1935/103040l.jpg,9.02,Ginga Eiyuu Densetsu
88,https://cdn.myanimelist.net/images/anime/1005/120407l.jpg,9.02,Ginga Eiyuu Densetsu
89,https://cdn.myanimelist.net/images/anime/1976/142016l.jpg,9.02,Ginga Eiyuu Densetsu
90,https://cdn.myanimelist.net/images/anime/12/41843l.jpg,9.02,Gintama': Enchousen
91,https://cdn.myanimelist.net/images/anime/13/47285l.jpg,9.02,Gintama': Enchousen
92,https://cdn.myanimelist.net/images/anime/11/47287l.jpg,9.02,Gintama': Enchousen
93,https://cdn.myanimelist.net/images/anime/10/52497l.jpg,9.02,Gintama': Enchousen
94,https://cdn.myanimelist.net/images/anime/1452/123686l.jpg,9.02,Gintama': Enchousen
95,https://cdn.myanimelist.net/images/anime/1079/109928l.jpg,9.01,Kaguya-sama wa Kokurasetai: Ultra Romantic
96,https://cdn.myanimelist.net/images/anime/1148/110479l.jpg,9.01,Kaguya-sama wa Kokurasetai: Ultra Romantic
97,https://cdn.myanimelist.net/images/anime/1950/114826l.jpg,9.01,Kaguya-sama wa Kokurasetai: Ultra Romantic
98,https://cdn.myanimelist.net/images/anime/1430/118919l.jpg,9.01,Kaguya-sama wa Kokurasetai: Ultra Romantic
99,https://cdn.myanimelist.net/images/anime/1092/121616l.jpg,9.01,Kaguya-sama wa Kokurasetai: Ultra Romantic
100,https://cdn.myanimelist.net/images/anime/1160/122627l.jpg,9.01,Kaguya-sama wa Kokurasetai: Ultra Romantic
101,https://cdn.myanimelist.net/images/anime/1636/124771l.jpg,9.01,Kaguya-sama wa Kokurasetai: Ultra Romantic
102,https://cdn.myanimelist.net/images/anime/1302/132243l.jpg,9.01,Kaguya-sama wa Kokurasetai: Ultra Romantic
103,https://cdn.myanimelist.net/images/anime/1068/109346l.jpg,8.98,Fruits Basket: The Final
104,https://cdn.myanimelist.net/images/anime/1081/111338l.jpg,8.98,Fruits Basket: The Final
105,https://cdn.myanimelist.net/images/anime/1759/113268l.jpg,8.98,Fruits Basket: The Final
106,https://cdn.myanimelist.net/images/anime/1085/114792l.jpg,8.98,Fruits Basket: The Final
107,https://cdn.myanimelist.net/images/anime/11/82056l.jpg,8.98,Gintama.
108,https://cdn.myanimelist.net/images/anime/13/83077l.jpg,8.98,Gintama.
109,https://cdn.myanimelist.net/images/anime/9/83132l.jpg,8.98,Gintama.
110,https://cdn.myanimelist.net/images/anime/13/83412l.jpg,8.98,Gintama.
111,https://cdn.myanimelist.net/images/anime/3/83528l.jpg,8.98,Gintama.
112,https://cdn.myanimelist.net/images/anime/1131/134947l.jpg,8.98,Gintama.
113,https://cdn.myanimelist.net/images/anime/12/7239l.jpg,8.94,Gintama
114,https://cdn.myanimelist.net/images/anime/11/8307l.jpg,8.94,Gintama
115,https://cdn.myanimelist.net/images/anime/7/8438l.jpg,8.94,Gintama
116,https://cdn.myanimelist.net/images/anime/2/22442l.jpg,8.94,Gintama
117,https://cdn.myanimelist.net/images/anime/10/22443l.jpg,8.94,Gintama
118,https://cdn.myanimelist.net/images/anime/9/60557l.jpg,8.94,Gintama
119,https://cdn.myanimelist.net/images/anime/10/73274l.jpg,8.94,Gintama
120,https://cdn.myanimelist.net/images/anime/1694/95903l.jpg,8.94,Gintama
121,https://cdn.myanimelist.net/images/anime/1696/109498l.jpg,8.94,Gintama
122,https://cdn.myanimelist.net/images/anime/1631/110791l.jpg,8.94,Gintama
123,https://cdn.myanimelist.net/images/anime/13/10000l.jpg,8.93,Clannad: After Story
124,https://cdn.myanimelist.net/images/anime/7/10940l.jpg,8.93,Clannad: After Story
125,https://cdn.myanimelist.net/images/anime/12/11308l.jpg,8.93,Clannad: After Story
126,https://cdn.myanimelist.net/images/anime/10/11309l.jpg,8.93,Clannad: After Story
127,https://cdn.myanimelist.net/images/anime/13/12292l.jpg,8.93,Clannad: After Story
128,https://cdn.myanimelist.net/images/anime/8/76776l.jpg,8.93,Clannad: After Story
129,https://cdn.myanimelist.net/images/anime/1687/110773l.jpg,8.93,Clannad: After Story
130,https://cdn.myanimelist.net/images/anime/1299/110774l.jpg,8.93,Clannad: After Story
131,https://cdn.myanimelist.net/images/anime/6/79634l.jpg,8.93,Koe no Katachi
132,https://cdn.myanimelist.net/images/anime/3/80136l.jpg,8.93,Koe no Katachi
133,https://cdn.myanimelist.net/images/anime/10/80797l.jpg,8.93,Koe no Katachi
134,https://cdn.myanimelist.net/images/anime/9/84678l.jpg,8.93,Koe no Katachi
135,https://cdn.myanimelist.net/images/anime/1122/96435l.jpg,8.93,Koe no Katachi
136,https://cdn.myanimelist.net/images/anime/1254/109618l.jpg,8.93,Koe no Katachi
137,https://cdn.myanimelist.net/images/anime/1347/134168l.jpg,8.93,Koe no Katachi
138,https://cdn.myanimelist.net/images/anime/1235/133405l.jpg,8.93,Kusuriya no Hitorigoto
139,https://cdn.myanimelist.net/images/anime/1674/137009l.jpg,8.93,Kusuriya no Hitorigoto
140,https://cdn.myanimelist.net/images/anime/1271/137043l.jpg,8.93,Kusuriya no Hitorigoto
141,https://cdn.myanimelist.net/images/anime/1708/138033l.jpg,8.93,Kusuriya no Hitorigoto
142,https://cdn.myanimelist.net/images/anime/3/88469l.jpg,8.92,3-gatsu no Lion 2nd Season
143,https://cdn.myanimelist.net/images/anime/1325/96912l.jpg,8.92,3-gatsu no Lion 2nd Season
144,https://cdn.myanimelist.net/images/anime/1429/100628l.jpg,8.92,3-gatsu no Lion 2nd Season
145,https://cdn.myanimelist.net/images/anime/1818/108774l.jpg,8.92,3-gatsu no Lion 2nd Season
146,https://cdn.myanimelist.net/images/anime/1745/108775l.jpg,8.92,3-gatsu no Lion 2nd Season
147,https://cdn.myanimelist.net/images/anime/5/6629l.jpg,8.91,Code Geass: Hangyaku no Lelouch R2
148,https://cdn.myanimelist.net/images/anime/8/7357l.jpg,8.91,Code Geass: Hangyaku no Lelouch R2
149,https://cdn.myanimelist.net/images/anime/3/8698l.jpg,8.91,Code Geass: Hangyaku no Lelouch R2
150,https://cdn.myanimelist.net/images/anime/11/9643l.jpg,8.91,Code Geass: Hangyaku no Lelouch R2
151,https://cdn.myanimelist.net/images/anime/7/18794l.jpg,8.91,Code Geass: Hangyaku no Lelouch R2
152,https://cdn.myanimelist.net/images/anime/6/19745l.jpg,8.91,Code Geass: Hangyaku no Lelouch R2
153,https://cdn.myanimelist.net/images/anime/10/50329l.jpg,8.91,Code Geass: Hangyaku no Lelouch R2
154,https://cdn.myanimelist.net/images/anime/1932/91140l.jpg,8.91,Code Geass: Hangyaku no Lelouch R2
155,https://cdn.myanimelist.net/images/anime/1824/96887l.jpg,8.91,Code Geass: Hangyaku no Lelouch R2
156,https://cdn.myanimelist.net/images/anime/1411/109815l.jpg,8.91,Code Geass: Hangyaku no Lelouch R2
157,https://cdn.myanimelist.net/images/anime/1736/109854l.jpg,8.91,Code Geass: Hangyaku no Lelouch R2
158,https://cdn.myanimelist.net/images/anime/1019/109855l.jpg,8.91,Code Geass: Hangyaku no Lelouch R2
159,https://cdn.myanimelist.net/images/anime/1479/109856l.jpg,8.91,Code Geass: Hangyaku no Lelouch R2
160,https://cdn.myanimelist.net/images/anime/1819/109857l.jpg,8.91,Code Geass: Hangyaku no Lelouch R2
161,https://cdn.myanimelist.net/images/anime/1088/135089l.jpg,8.91,Code Geass: Hangyaku no Lelouch R2
162,https://cdn.myanimelist.net/images/anime/1643/138581l.jpg,8.90,Boku no Kokoro no Yabai Yatsu Season 2
163,https://cdn.myanimelist.net/images/anime/1161/141344l.jpg,8.90,Boku no Kokoro no Yabai Yatsu Season 2
164,https://cdn.myanimelist.net/images/anime/1563/142198l.jpg,8.90,Boku no Kokoro no Yabai Yatsu Season 2
165,https://cdn.myanimelist.net/images/anime/8/47621l.jpg,8.90,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare
166,https://cdn.myanimelist.net/images/anime/12/49197l.jpg,8.90,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare
167,https://cdn.myanimelist.net/images/anime/3/51279l.jpg,8.90,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare
